date month year variable value units
3/1/1944 3 1944 SJF 0.1116 MAF
4/1/1944 4 1944 SJF 0.1408 MAF
5/1/1944 5 1944 SJF 0.4082 MAF
6/1/1944 6 1944 SJF 0.2795 MAF
7/1/1944 7 1944 SJF 0.1426 MAF
8/1/1944 8 1944 SJF 0.035 MAF
9/1/1944 9 1944 SJF 0.0157 MAF
10/1/1944 10 1944 SJF 0.0127 MAF
11/1/1944 11 1944 SJF 0.0584 MAF
12/1/1944 12 1944 SJF 0.0561 MAF
1/1/1945 1 1945 SJF 0.0441 MAF
2/1/1945 2 1945 SJF 0.2377 MAF
3/1/1945 3 1945 SJF 0.1479 MAF
4/1/1945 4 1945 SJF 0.2759 MAF
5/1/1945 5 1945 SJF 0.4768 MAF
6/1/1945 6 1945 SJF 0.4876 MAF
7/1/1945 7 1945 SJF 0.2402 MAF
8/1/1945 8 1945 SJF 0.0739 MAF
9/1/1945 9 1945 SJF 0.0268 MAF
10/1/1945 10 1945 SJF 0.0591 MAF
11/1/1945 11 1945 SJF 0.0656 MAF
12/1/1945 12 1945 SJF 0.1183 MAF
1/1/1946 1 1946 SJF 0.07898 MAF
2/1/1946 2 1946 SJF 0.0538 MAF
3/1/1946 3 1946 SJF 0.1258 MAF
4/1/1946 4 1946 SJF 0.3104 MAF
5/1/1946 5 1946 SJF 0.4639 MAF
6/1/1946 6 1946 SJF 0.2799 MAF
7/1/1946 7 1946 SJF 0.1178 MAF
8/1/1946 8 1946 SJF 0.0369 MAF
9/1/1946 9 1946 SJF 0.0191 MAF
10/1/1946 10 1946 SJF 0.0285 MAF
11/1/1946 11 1946 SJF 0.0649 MAF
12/1/1946 12 1946 SJF 0.0845 MAF
1/1/1947 1 1947 SJF 0.0477 MAF
2/1/1947 2 1947 SJF 0.064 MAF
3/1/1947 3 1947 SJF 0.1003 MAF
4/1/1947 4 1947 SJF 0.171 MAF
5/1/1947 5 1947 SJF 0.3477 MAF
6/1/1947 6 1947 SJF 0.1458 MAF
7/1/1947 7 1947 SJF 0.0427 MAF
8/1/1947 8 1947 SJF 0.0168 MAF
9/1/1947 9 1947 SJF 0.0116 MAF
10/1/1947 10 1947 SJF 0.0228 MAF
11/1/1947 11 1947 SJF 0.0182 MAF
12/1/1947 12 1947 SJF 0.0154 MAF
1/1/1948 1 1948 SJF 0.0189 MAF
2/1/1948 2 1948 SJF 0.0202 MAF
3/1/1948 3 1948 SJF 0.0426 MAF
4/1/1948 4 1948 SJF 0.1646 MAF
5/1/1948 5 1948 SJF 0.3906 MAF
6/1/1948 6 1948 SJF 0.3726 MAF
7/1/1948 7 1948 SJF 0.1079 MAF
8/1/1948 8 1948 SJF 0.026 MAF
9/1/1948 9 1948 SJF 0.015 MAF
10/1/1948 10 1948 SJF 0.0105 MAF
11/1/1948 11 1948 SJF 0.0079 MAF
12/1/1948 12 1948 SJF 0.0146 MAF
1/1/1949 1 1949 SJF 0.0162 MAF
2/1/1949 2 1949 SJF 0.0259 MAF
3/1/1949 3 1949 SJF 0.073 MAF
4/1/1949 4 1949 SJF 0.2345 MAF
5/1/1949 5 1949 SJF 0.4095 MAF
6/1/1949 6 1949 SJF 0.2683 MAF
7/1/1949 7 1949 SJF 0.0632 MAF
8/1/1949 8 1949 SJF 0.0256 MAF
9/1/1949 9 1949 SJF 0.0149 MAF
10/1/1949 10 1949 SJF 0.0098 MAF
11/1/1949 11 1949 SJF 0.0161 MAF
12/1/1949 12 1949 SJF 0.0172 MAF
1/1/1950 1 1950 SJF 0.0432 MAF
2/1/1950 2 1950 SJF 0.0901 MAF
3/1/1950 3 1950 SJF 0.0896 MAF
4/1/1950 4 1950 SJF 0.2801 MAF
5/1/1950 5 1950 SJF 0.379 MAF
6/1/1950 6 1950 SJF 0.2629 MAF
7/1/1950 7 1950 SJF 0.087 MAF
8/1/1950 8 1950 SJF 0.0217 MAF
9/1/1950 9 1950 SJF 0.0138 MAF
10/1/1950 10 1950 SJF 0.0171 MAF
11/1/1950 11 1950 SJF 0.247 MAF
12/1/1950 12 1950 SJF 0.3004 MAF
1/1/1951 1 1951 SJF 0.1112 MAF
2/1/1951 2 1951 SJF 0.1042 MAF
3/1/1951 3 1951 SJF 0.1192 MAF
4/1/1951 4 1951 SJF 0.2019 MAF
5/1/1951 5 1951 SJF 0.3219 MAF
6/1/1951 6 1951 SJF 0.278 MAF
7/1/1951 7 1951 SJF 0.1147 MAF
8/1/1951 8 1951 SJF 0.0317 MAF
9/1/1951 9 1951 SJF 0.0117 MAF
10/1/1951 10 1951 SJF 0.0123 MAF
11/1/1951 11 1951 SJF 0.0204 MAF
12/1/1951 12 1951 SJF 0.0834 MAF
1/1/1952 1 1952 SJF 0.133 MAF
2/1/1952 2 1952 SJF 0.0987 MAF
3/1/1952 3 1952 SJF 0.1767 MAF
4/1/1952 4 1952 SJF 0.3852 MAF
5/1/1952 5 1952 SJF 0.8199 MAF
6/1/1952 6 1952 SJF 0.6408 MAF
7/1/1952 7 1952 SJF 0.3353 MAF
8/1/1952 8 1952 SJF 0.1014 MAF
9/1/1952 9 1952 SJF 0.033 MAF
10/1/1952 10 1952 SJF 0.0169 MAF
11/1/1952 11 1952 SJF 0.0187 MAF
12/1/1952 12 1952 SJF 0.0429 MAF
1/1/1953 1 1953 SJF 0.085 MAF
2/1/1953 2 1953 SJF 0.048 MAF
3/1/1953 3 1953 SJF 0.0715 MAF
4/1/1953 4 1953 SJF 0.1972 MAF
5/1/1953 5 1953 SJF 0.2113 MAF
6/1/1953 6 1953 SJF 0.3202 MAF
7/1/1953 7 1953 SJF 0.1716 MAF
8/1/1953 8 1953 SJF 0.0302 MAF
9/1/1953 9 1953 SJF 0.0132 MAF
10/1/1953 10 1953 SJF 0.0094 MAF
11/1/1953 11 1953 SJF 0.0166 MAF
12/1/1953 12 1953 SJF 0.0166 MAF
1/1/1954 1 1954 SJF 0.0334 MAF
2/1/1954 2 1954 SJF 0.0654 MAF
3/1/1954 3 1954 SJF 0.1272 MAF
4/1/1954 4 1954 SJF 0.2784 MAF
5/1/1954 5 1954 SJF 0.4395 MAF
6/1/1954 6 1954 SJF 0.2176 MAF
7/1/1954 7 1954 SJF 0.0804 MAF
8/1/1954 8 1954 SJF 0.0202 MAF
9/1/1954 9 1954 SJF 0.0091 MAF
10/1/1954 10 1954 SJF 0.006 MAF
11/1/1954 11 1954 SJF 0.0178 MAF
12/1/1954 12 1954 SJF 0.0312 MAF
1/1/1955 1 1955 SJF 0.0416 MAF
2/1/1955 2 1955 SJF 0.0489 MAF
3/1/1955 3 1955 SJF 0.0741 MAF
4/1/1955 4 1955 SJF 0.1265 MAF
5/1/1955 5 1955 SJF 0.3378 MAF
6/1/1955 6 1955 SJF 0.3482 MAF
7/1/1955 7 1955 SJF 0.0879 MAF
8/1/1955 8 1955 SJF 0.0296 MAF
9/1/1955 9 1955 SJF 0.0114 MAF
10/1/1955 10 1955 SJF 0.0061 MAF
11/1/1955 11 1955 SJF 0.0132 MAF
12/1/1955 12 1955 SJF 0.4605 MAF
1/1/1956 1 1956 SJF 0.2712 MAF
2/1/1956 2 1956 SJF 0.1408 MAF
3/1/1956 3 1956 SJF 0.1695 MAF
4/1/1956 4 1956 SJF 0.2783 MAF
5/1/1956 5 1956 SJF 0.568 MAF
6/1/1956 6 1956 SJF 0.6138 MAF
7/1/1956 7 1956 SJF 0.3178 MAF
8/1/1956 8 1956 SJF 0.0865 MAF
9/1/1956 9 1956 SJF 0.0344 MAF
10/1/1956 10 1956 SJF 0.0263 MAF
11/1/1956 11 1956 SJF 0.0217 MAF
12/1/1956 12 1956 SJF 0.0207 MAF
1/1/1957 1 1957 SJF 0.0295 MAF
2/1/1957 2 1957 SJF 0.0669 MAF
3/1/1957 3 1957 SJF 0.0901 MAF
4/1/1957 4 1957 SJF 0.1422 MAF
5/1/1957 5 1957 SJF 0.3267 MAF
6/1/1957 6 1957 SJF 0.4399 MAF
7/1/1957 7 1957 SJF 0.115 MAF
8/1/1957 8 1957 SJF 0.0317 MAF
9/1/1957 9 1957 SJF 0.0159 MAF
10/1/1957 10 1957 SJF 0.0164 MAF
11/1/1957 11 1957 SJF 0.0185 MAF
12/1/1957 12 1957 SJF 0.0433 MAF
1/1/1958 1 1958 SJF 0.0426 MAF
2/1/1958 2 1958 SJF 0.1125 MAF
3/1/1958 3 1958 SJF 0.1814 MAF
4/1/1958 4 1958 SJF 0.3626 MAF
5/1/1958 5 1958 SJF 0.7955 MAF
6/1/1958 6 1958 SJF 0.6223 MAF
7/1/1958 7 1958 SJF 0.2875 MAF
8/1/1958 8 1958 SJF 0.1079 MAF
9/1/1958 9 1958 SJF 0.0405 MAF
10/1/1958 10 1958 SJF 0.0161 MAF
11/1/1958 11 1958 SJF 0.0146 MAF
12/1/1958 12 1958 SJF 0.0146 MAF
1/1/1959 1 1959 SJF 0.0369 MAF
2/1/1959 2 1959 SJF 0.0893 MAF
3/1/1959 3 1959 SJF 0.1135 MAF
4/1/1959 4 1959 SJF 0.2028 MAF
5/1/1959 5 1959 SJF 0.2085 MAF
6/1/1959 6 1959 SJF 0.1534 MAF
7/1/1959 7 1959 SJF 0.041 MAF
8/1/1959 8 1959 SJF 0.0169 MAF
9/1/1959 9 1959 SJF 0.0417 MAF
10/1/1959 10 1959 SJF 0.0182 MAF
11/1/1959 11 1959 SJF 0.0094 MAF
12/1/1959 12 1959 SJF 0.0095 MAF
1/1/1960 1 1960 SJF 0.0179 MAF
2/1/1960 2 1960 SJF 0.0548 MAF
3/1/1960 3 1960 SJF 0.0861 MAF
4/1/1960 4 1960 SJF 0.1778 MAF
5/1/1960 5 1960 SJF 0.2404 MAF
6/1/1960 6 1960 SJF 0.1475 MAF
7/1/1960 7 1960 SJF 0.0426 MAF
8/1/1960 8 1960 SJF 0.0168 MAF
9/1/1960 9 1960 SJF 0.0076 MAF
10/1/1960 10 1960 SJF 0.0081 MAF
11/1/1960 11 1960 SJF 0.0224 MAF
12/1/1960 12 1960 SJF 0.0313 MAF
1/1/1961 1 1961 SJF 0.019 MAF
2/1/1961 2 1961 SJF 0.0307 MAF
3/1/1961 3 1961 SJF 0.0488 MAF
4/1/1961 4 1961 SJF 0.1244 MAF
5/1/1961 5 1961 SJF 0.1715 MAF
6/1/1961 6 1961 SJF 0.1283 MAF
7/1/1961 7 1961 SJF 0.0271 MAF
8/1/1961 8 1961 SJF 0.0251 MAF
9/1/1961 9 1961 SJF 0.0102 MAF
10/1/1961 10 1961 SJF 0.0099 MAF
11/1/1961 11 1961 SJF 0.0149 MAF
12/1/1961 12 1961 SJF 0.023 MAF
1/1/1962 1 1962 SJF 0.0233 MAF
2/1/1962 2 1962 SJF 0.1848 MAF
3/1/1962 3 1962 SJF 0.1098 MAF
4/1/1962 4 1962 SJF 0.3809 MAF
5/1/1962 5 1962 SJF 0.3967 MAF
6/1/1962 6 1962 SJF 0.5053 MAF
7/1/1962 7 1962 SJF 0.203 MAF
8/1/1962 8 1962 SJF 0.0518 MAF
9/1/1962 9 1962 SJF 0.0202 MAF
10/1/1962 10 1962 SJF 0.0175 MAF
11/1/1962 11 1962 SJF 0.0107 MAF
12/1/1962 12 1962 SJF 0.0107 MAF
1/1/1963 1 1963 SJF 0.082 MAF
2/1/1963 2 1963 SJF 0.2078 MAF
3/1/1963 3 1963 SJF 0.1014 MAF
4/1/1963 4 1963 SJF 0.1918 MAF
5/1/1963 5 1963 SJF 0.4638 MAF
6/1/1963 6 1963 SJF 0.4924 MAF
7/1/1963 7 1963 SJF 0.2647 MAF
8/1/1963 8 1963 SJF 0.0707 MAF
9/1/1963 9 1963 SJF 0.0314 MAF
10/1/1963 10 1963 SJF 0.0255 MAF
11/1/1963 11 1963 SJF 0.0643 MAF
12/1/1963 12 1963 SJF 0.0363 MAF
1/1/1964 1 1964 SJF 0.0313 MAF
2/1/1964 2 1964 SJF 0.0303 MAF
3/1/1964 3 1964 SJF 0.0521 MAF
4/1/1964 4 1964 SJF 0.1265 MAF
5/1/1964 5 1964 SJF 0.2566 MAF
6/1/1964 6 1964 SJF 0.2003 MAF
7/1/1964 7 1964 SJF 0.0597 MAF
8/1/1964 8 1964 SJF 0.0287 MAF
9/1/1964 9 1964 SJF 0.0106 MAF
10/1/1964 10 1964 SJF 0.0101 MAF
11/1/1964 11 1964 SJF 0.034 MAF
12/1/1964 12 1964 SJF 0.2038 MAF
1/1/1965 1 1965 SJF 0.1879 MAF
2/1/1965 2 1965 SJF 0.1141 MAF
3/1/1965 3 1965 SJF 0.1284 MAF
4/1/1965 4 1965 SJF 0.2495 MAF
5/1/1965 5 1965 SJF 0.4317 MAF
6/1/1965 6 1965 SJF 0.4725 MAF
7/1/1965 7 1965 SJF 0.2669 MAF
8/1/1965 8 1965 SJF 0.1381 MAF
9/1/1965 9 1965 SJF 0.0352 MAF
10/1/1965 10 1965 SJF 0.0177 MAF
11/1/1965 11 1965 SJF 0.1009 MAF
12/1/1965 12 1965 SJF 0.0659 MAF
1/1/1966 1 1966 SJF 0.0624 MAF
2/1/1966 2 1966 SJF 0.0556 MAF
3/1/1966 3 1966 SJF 0.1257 MAF
4/1/1966 4 1966 SJF 0.2765 MAF
5/1/1966 5 1966 SJF 0.3618 MAF
6/1/1966 6 1966 SJF 0.1477 MAF
7/1/1966 7 1966 SJF 0.0506 MAF
8/1/1966 8 1966 SJF 0.025 MAF
9/1/1966 9 1966 SJF 0.0088 MAF
10/1/1966 10 1966 SJF 0.0063 MAF
11/1/1966 11 1966 SJF 0.0287 MAF
12/1/1966 12 1966 SJF 0.2128 MAF
1/1/1967 1 1967 SJF 0.0924 MAF
2/1/1967 2 1967 SJF 0.1009 MAF
3/1/1967 3 1967 SJF 0.2429 MAF
4/1/1967 4 1967 SJF 0.2496 MAF
5/1/1967 5 1967 SJF 0.6597 MAF
6/1/1967 6 1967 SJF 0.8231 MAF
7/1/1967 7 1967 SJF 0.5948 MAF
8/1/1967 8 1967 SJF 0.154 MAF
9/1/1967 9 1967 SJF 0.067 MAF
10/1/1967 10 1967 SJF 0.0269 MAF
11/1/1967 11 1967 SJF 0.0229 MAF
12/1/1967 12 1967 SJF 0.0343 MAF
1/1/1968 1 1968 SJF 0.0369 MAF
2/1/1968 2 1968 SJF 0.0754 MAF
3/1/1968 3 1968 SJF 0.0829 MAF
4/1/1968 4 1968 SJF 0.1461 MAF
5/1/1968 5 1968 SJF 0.2311 MAF
6/1/1968 6 1968 SJF 0.1312 MAF
7/1/1968 7 1968 SJF 0.0438 MAF
8/1/1968 8 1968 SJF 0.0221 MAF
9/1/1968 9 1968 SJF 0.0085 MAF
10/1/1968 10 1968 SJF 0.0152 MAF
11/1/1968 11 1968 SJF 0.04 MAF
12/1/1968 12 1968 SJF 0.0523 MAF
1/1/1969 1 1969 SJF 0.3961 MAF
2/1/1969 2 1969 SJF 0.2343 MAF
3/1/1969 3 1969 SJF 0.2268 MAF
4/1/1969 4 1969 SJF 0.4643 MAF
5/1/1969 5 1969 SJF 1.0961 MAF
6/1/1969 6 1969 SJF 0.8743 MAF
7/1/1969 7 1969 SJF 0.4633 MAF
8/1/1969 8 1969 SJF 0.137 MAF
9/1/1969 9 1969 SJF 0.0406 MAF
10/1/1969 10 1969 SJF 0.0326 MAF
11/1/1969 11 1969 SJF 0.0317 MAF
12/1/1969 12 1969 SJF 0.0471 MAF
1/1/1970 1 1970 SJF 0.1594 MAF
2/1/1970 2 1970 SJF 0.0833 MAF
3/1/1970 3 1970 SJF 0.1369 MAF
4/1/1970 4 1970 SJF 0.146 MAF
5/1/1970 5 1970 SJF 0.3758 MAF
6/1/1970 6 1970 SJF 0.2785 MAF
7/1/1970 7 1970 SJF 0.1066 MAF
8/1/1970 8 1970 SJF 0.0367 MAF
9/1/1970 9 1970 SJF 0.011 MAF
10/1/1970 10 1970 SJF 0.0096 MAF
11/1/1970 11 1970 SJF 0.0386 MAF
12/1/1970 12 1970 SJF 0.0733 MAF
1/1/1971 1 1971 SJF 0.0749 MAF
2/1/1971 2 1971 SJF 0.0718 MAF
3/1/1971 3 1971 SJF 0.1096 MAF
4/1/1971 4 1971 SJF 0.1715 MAF
5/1/1971 5 1971 SJF 0.2934 MAF
6/1/1971 6 1971 SJF 0.3647 MAF
7/1/1971 7 1971 SJF 0.1406 MAF
8/1/1971 8 1971 SJF 0.048 MAF
9/1/1971 9 1971 SJF 0.0215 MAF
10/1/1971 10 1971 SJF 0.0133 MAF
11/1/1971 11 1971 SJF 0.0255 MAF
12/1/1971 12 1971 SJF 0.0575 MAF
1/1/1972 1 1972 SJF 0.0413 MAF
2/1/1972 2 1972 SJF 0.05 MAF
3/1/1972 3 1972 SJF 0.1384 MAF
4/1/1972 4 1972 SJF 0.124 MAF
5/1/1972 5 1972 SJF 0.2682 MAF
6/1/1972 6 1972 SJF 0.2133 MAF
7/1/1972 7 1972 SJF 0.047 MAF
8/1/1972 8 1972 SJF 0.0158 MAF
9/1/1972 9 1972 SJF 0.0447 MAF
10/1/1972 10 1972 SJF 0.0195 MAF
11/1/1972 11 1972 SJF 0.0336 MAF
12/1/1972 12 1972 SJF 0.0468 MAF
1/1/1973 1 1973 SJF 0.0817 MAF
2/1/1973 2 1973 SJF 0.1283 MAF
3/1/1973 3 1973 SJF 0.1311 MAF
4/1/1973 4 1973 SJF 0.2482 MAF
5/1/1973 5 1973 SJF 0.7081 MAF
6/1/1973 6 1973 SJF 0.4628 MAF
7/1/1973 7 1973 SJF 0.127 MAF
8/1/1973 8 1973 SJF 0.0445 MAF
9/1/1973 9 1973 SJF 0.0154 MAF
10/1/1973 10 1973 SJF 0.021 MAF
11/1/1973 11 1973 SJF 0.0876 MAF
12/1/1973 12 1973 SJF 0.0818 MAF
1/1/1974 1 1974 SJF 0.1375 MAF
2/1/1974 2 1974 SJF 0.0662 MAF
3/1/1974 3 1974 SJF 0.2097 MAF
4/1/1974 4 1974 SJF 0.2672 MAF
5/1/1974 5 1974 SJF 0.5966 MAF
6/1/1974 6 1974 SJF 0.482 MAF
7/1/1974 7 1974 SJF 0.1617 MAF
8/1/1974 8 1974 SJF 0.0595 MAF
9/1/1974 9 1974 SJF 0.0197 MAF
10/1/1974 10 1974 SJF 0.0187 MAF
11/1/1974 11 1974 SJF 0.0174 MAF
12/1/1974 12 1974 SJF 0.0322 MAF
1/1/1975 1 1975 SJF 0.0365 MAF
2/1/1975 2 1975 SJF 0.076 MAF
3/1/1975 3 1975 SJF 0.1357 MAF
4/1/1975 4 1975 SJF 0.1313 MAF
5/1/1975 5 1975 SJF 0.5457 MAF
6/1/1975 6 1975 SJF 0.5753 MAF
7/1/1975 7 1975 SJF 0.1607 MAF
8/1/1975 8 1975 SJF 0.0405 MAF
9/1/1975 9 1975 SJF 0.0257 MAF
10/1/1975 10 1975 SJF 0.0485 MAF
11/1/1975 11 1975 SJF 0.0328 MAF
12/1/1975 12 1975 SJF 0.0238 MAF
1/1/1976 1 1976 SJF 0.0184 MAF
2/1/1976 2 1976 SJF 0.0376 MAF
3/1/1976 3 1976 SJF 0.0591 MAF
4/1/1976 4 1976 SJF 0.0816 MAF
5/1/1976 5 1976 SJF 0.1735 MAF
6/1/1976 6 1976 SJF 0.0602 MAF
7/1/1976 7 1976 SJF 0.0347 MAF
8/1/1976 8 1976 SJF 0.0237 MAF
9/1/1976 9 1976 SJF 0.0353 MAF
10/1/1976 10 1976 SJF 0.02028 MAF
11/1/1976 11 1976 SJF 0.01019 MAF
12/1/1976 12 1976 SJF 0.00743 MAF
1/1/1977 1 1977 SJF 0.01225 MAF
2/1/1977 2 1977 SJF 0.01492 MAF
3/1/1977 3 1977 SJF 0.01876 MAF
4/1/1977 4 1977 SJF 0.05694 MAF
5/1/1977 5 1977 SJF 0.07474 MAF
6/1/1977 6 1977 SJF 0.1106 MAF
7/1/1977 7 1977 SJF 0.01963 MAF
8/1/1977 8 1977 SJF 0.01135 MAF
9/1/1977 9 1977 SJF 0.00446 MAF
10/1/1977 10 1977 SJF 0.00552 MAF
11/1/1977 11 1977 SJF 0.0094 MAF
12/1/1977 12 1977 SJF 0.08042 MAF
1/1/1978 1 1978 SJF 0.15854 MAF
2/1/1978 2 1978 SJF 0.19587 MAF
3/1/1978 3 1978 SJF 0.32584 MAF
4/1/1978 4 1978 SJF 0.34613 MAF
5/1/1978 5 1978 SJF 0.6973 MAF
6/1/1978 6 1978 SJF 0.8258 MAF
7/1/1978 7 1978 SJF 0.46246 MAF
8/1/1978 8 1978 SJF 0.149 MAF
9/1/1978 9 1978 SJF 0.1456 MAF
10/1/1978 10 1978 SJF 0.03355 MAF
11/1/1978 11 1978 SJF 0.0295 MAF
12/1/1978 12 1978 SJF 0.03296 MAF
1/1/1979 1 1979 SJF 0.09604 MAF
2/1/1979 2 1979 SJF 0.10113 MAF
3/1/1979 3 1979 SJF 0.1825 MAF
4/1/1979 4 1979 SJF 0.2433 MAF
5/1/1979 5 1979 SJF 0.59941 MAF
6/1/1979 6 1979 SJF 0.33907 MAF
7/1/1979 7 1979 SJF 0.1135 MAF
8/1/1979 8 1979 SJF 0.04189 MAF
9/1/1979 9 1979 SJF 0.01741 MAF
10/1/1979 10 1979 SJF 0.02375 MAF
11/1/1979 11 1979 SJF 0.02912 MAF
12/1/1979 12 1979 SJF 0.03353 MAF
1/1/1980 1 1980 SJF 0.32684 MAF
2/1/1980 2 1980 SJF 0.28247 MAF
3/1/1980 3 1980 SJF 0.21578 MAF
4/1/1980 4 1980 SJF 0.3147 MAF
5/1/1980 5 1980 SJF 0.52754 MAF
6/1/1980 6 1980 SJF 0.64208 MAF
7/1/1980 7 1980 SJF 0.42646 MAF
8/1/1980 8 1980 SJF 0.11341 MAF
9/1/1980 9 1980 SJF 0.037 MAF
10/1/1980 10 1980 SJF 0.02386 MAF
11/1/1980 11 1980 SJF 0.0193 MAF
12/1/1980 12 1980 SJF 0.0294 MAF
1/1/1981 1 1981 SJF 0.03649 MAF
2/1/1981 2 1981 SJF 0.05673 MAF
3/1/1981 3 1981 SJF 0.08727 MAF
4/1/1981 4 1981 SJF 0.20595 MAF
5/1/1981 5 1981 SJF 0.3177 MAF
6/1/1981 6 1981 SJF 0.20824 MAF
7/1/1981 7 1981 SJF 0.05138 MAF
8/1/1981 8 1981 SJF 0.01902 MAF
9/1/1981 9 1981 SJF 0.0127 MAF
10/1/1981 10 1981 SJF 0.01875 MAF
11/1/1981 11 1981 SJF 0.0704 MAF
12/1/1981 12 1981 SJF 0.0649 MAF
1/1/1982 1 1982 SJF 0.11924 MAF
2/1/1982 2 1982 SJF 0.19878 MAF
3/1/1982 3 1982 SJF 0.23145 MAF
4/1/1982 4 1982 SJF 0.61293 MAF
5/1/1982 5 1982 SJF 0.72535 MAF
6/1/1982 6 1982 SJF 0.58462 MAF
7/1/1982 7 1982 SJF 0.37147 MAF
8/1/1982 8 1982 SJF 0.14837 MAF
9/1/1982 9 1982 SJF 0.16979 MAF
10/1/1982 10 1982 SJF 0.12595 MAF
11/1/1982 11 1982 SJF 0.14553 MAF
12/1/1982 12 1982 SJF 0.2119 MAF
1/1/1983 1 1983 SJF 0.227 MAF
2/1/1983 2 1983 SJF 0.27131 MAF
3/1/1983 3 1983 SJF 0.42787 MAF
4/1/1983 4 1983 SJF 0.28046 MAF
5/1/1983 5 1983 SJF 0.7275 MAF
6/1/1983 6 1983 SJF 1.1661 MAF
7/1/1983 7 1983 SJF 0.68603 MAF
8/1/1983 8 1983 SJF 0.28029 MAF
9/1/1983 9 1983 SJF 0.09194 MAF
10/1/1983 10 1983 SJF 0.05306 MAF
11/1/1983 11 1983 SJF 0.14877 MAF
12/1/1983 12 1983 SJF 0.22665 MAF
1/1/1984 1 1984 SJF 0.1264 MAF
2/1/1984 2 1984 SJF 0.10745 MAF
3/1/1984 3 1984 SJF 0.16249 MAF
4/1/1984 4 1984 SJF 0.20301 MAF
5/1/1984 5 1984 SJF 0.48903 MAF
6/1/1984 6 1984 SJF 0.26616 MAF
7/1/1984 7 1984 SJF 0.16228 MAF
8/1/1984 8 1984 SJF 0.06746 MAF
9/1/1984 9 1984 SJF 0.03609 MAF
10/1/1984 10 1984 SJF 0.03107 MAF
11/1/1984 11 1984 SJF 0.04968 MAF
12/1/1984 12 1984 SJF 0.04098 MAF
1/1/1985 1 1985 SJF 0.03973 MAF
2/1/1985 2 1985 SJF 0.05584 MAF
3/1/1985 3 1985 SJF 0.0843 MAF
4/1/1985 4 1985 SJF 0.25371 MAF
5/1/1985 5 1985 SJF 0.30792 MAF
6/1/1985 6 1985 SJF 0.16899 MAF
7/1/1985 7 1985 SJF 0.05523 MAF
8/1/1985 8 1985 SJF 0.02211 MAF
9/1/1985 9 1985 SJF 0.01946 MAF
10/1/1985 10 1985 SJF 0.0239 MAF
11/1/1985 11 1985 SJF 0.0383 MAF
12/1/1985 12 1985 SJF 0.0677 MAF
1/1/1986 1 1986 SJF 0.0934 MAF
2/1/1986 2 1986 SJF 0.4724 MAF
3/1/1986 3 1986 SJF 0.4262 MAF
4/1/1986 4 1986 SJF 0.3614 MAF
5/1/1986 5 1986 SJF 0.6243 MAF
6/1/1986 6 1986 SJF 0.5934 MAF
7/1/1986 7 1986 SJF 0.2222 MAF
8/1/1986 8 1986 SJF 0.0764 MAF
9/1/1986 9 1986 SJF 0.0318 MAF
10/1/1986 10 1986 SJF 0.0239 MAF
11/1/1986 11 1986 SJF 0.0142 MAF
12/1/1986 12 1986 SJF 0.0146 MAF
1/1/1987 1 1987 SJF 0.0207 MAF
2/1/1987 2 1987 SJF 0.0395 MAF
3/1/1987 3 1987 SJF 0.0658 MAF
4/1/1987 4 1987 SJF 0.1716 MAF
5/1/1987 5 1987 SJF 0.2285 MAF
6/1/1987 6 1987 SJF 0.1206 MAF
7/1/1987 7 1987 SJF 0.0332 MAF
8/1/1987 8 1987 SJF 0.015 MAF
9/1/1987 9 1987 SJF 0.010031 MAF
10/1/1987 10 1987 SJF 0.01626 MAF
11/1/1987 11 1987 SJF 0.024276 MAF
12/1/1987 12 1987 SJF 0.02536 MAF
1/1/1988 1 1988 SJF 0.05939 MAF
2/1/1988 2 1988 SJF 0.04834 MAF
3/1/1988 3 1988 SJF 0.09137 MAF
4/1/1988 4 1988 SJF 0.15268 MAF
5/1/1988 5 1988 SJF 0.21954 MAF
6/1/1988 6 1988 SJF 0.14193 MAF
7/1/1988 7 1988 SJF 0.048574 MAF
8/1/1988 8 1988 SJF 0.02283 MAF
9/1/1988 9 1988 SJF 0.011592 MAF
10/1/1988 10 1988 SJF 0.007236 MAF
11/1/1988 11 1988 SJF 0.013851 MAF
12/1/1988 12 1988 SJF 0.01957 MAF
1/1/1989 1 1989 SJF 0.02231 MAF
2/1/1989 2 1989 SJF 0.03723 MAF
3/1/1989 3 1989 SJF 0.132575 MAF
4/1/1989 4 1989 SJF 0.237482 MAF
5/1/1989 5 1989 SJF 0.2402 MAF
6/1/1989 6 1989 SJF 0.14928 MAF
7/1/1989 7 1989 SJF 0.041154 MAF
8/1/1989 8 1989 SJF 0.018907 MAF
9/1/1989 9 1989 SJF 0.01937 MAF
10/1/1989 10 1989 SJF 0.02303 MAF
11/1/1989 11 1989 SJF 0.022088 MAF
12/1/1989 12 1989 SJF 0.016729 MAF
1/1/1990 1 1990 SJF 0.024927 MAF
2/1/1990 2 1990 SJF 0.033583 MAF
3/1/1990 3 1990 SJF 0.085112 MAF
4/1/1990 4 1990 SJF 0.172691 MAF
5/1/1990 5 1990 SJF 0.165351 MAF
6/1/1990 6 1990 SJF 0.122158 MAF
7/1/1990 7 1990 SJF 0.054021 MAF
8/1/1990 8 1990 SJF 0.014339 MAF
9/1/1990 9 1990 SJF 0.008487 MAF
10/1/1990 10 1990 SJF 0.007714 MAF
11/1/1990 11 1990 SJF 0.005665 MAF
