date month year variable value units
2/1/1993 2 1993 054.0-MRZ N/A us/cm
2/1/1993 2 1993 064.0-PCT 2254.091124 us/cm
3/1/1993 3 1993 100.4-TSL 205.8903226 us/cm
3/1/1993 3 1993 109.2-SAL 201.1935484 us/cm
3/1/1993 3 1993 095.8-JER 265.516129 us/cm
3/1/1993 3 1993 092.8-BLP 232.6 us/cm
3/1/1993 3 1993 085.8-ANH 228.1806452 us/cm
3/1/1993 3 1993 077.0-PTS 256.8387097 us/cm
3/1/1993 3 1993 092.0-EMM 205.1612903 us/cm
3/1/1993 3 1993 101.0-RVB 247.4193548 us/cm
3/1/1993 3 1993 081.0-CLL 271.9032258 us/cm
3/1/1993 3 1993 075.0-MAL 207.1129032 us/cm
3/1/1993 3 1993 022.0-PSP 27287.63346 us/cm
3/1/1993 3 1993 054.0-MRZ N/A us/cm
3/1/1993 3 1993 064.0-PCT 843.7096774 us/cm
4/1/1993 4 1993 100.4-TSL 185.4833333 us/cm
4/1/1993 4 1993 109.2-SAL 158.0666667 us/cm
4/1/1993 4 1993 095.8-JER 190.2333333 us/cm
4/1/1993 4 1993 092.8-BLP 163.6666667 us/cm
4/1/1993 4 1993 085.8-ANH 161.8883333 us/cm
4/1/1993 4 1993 077.0-PTS 182.3777778 us/cm
4/1/1993 4 1993 092.0-EMM 162.1 us/cm
4/1/1993 4 1993 101.0-RVB 207.4 us/cm
4/1/1993 4 1993 081.0-CLL 201.2666667 us/cm
4/1/1993 4 1993 075.0-MAL 163.4066667 us/cm
4/1/1993 4 1993 022.0-PSP 28220.71882 us/cm
4/1/1993 4 1993 054.0-MRZ N/A us/cm
4/1/1993 4 1993 064.0-PCT 995.5 us/cm
5/1/1993 5 1993 100.4-TSL 193.383871 us/cm
5/1/1993 5 1993 109.2-SAL 182.4193548 us/cm
5/1/1993 5 1993 095.8-JER 220.4516129 us/cm
5/1/1993 5 1993 092.8-BLP 184.0580645 us/cm
5/1/1993 5 1993 085.8-ANH 186.3403226 us/cm
5/1/1993 5 1993 077.0-PTS 353.9892473 us/cm
5/1/1993 5 1993 092.0-EMM 155.5483871 us/cm
5/1/1993 5 1993 101.0-RVB 128.3741935 us/cm
5/1/1993 5 1993 081.0-CLL 184.516129 us/cm
5/1/1993 5 1993 075.0-MAL 425.9451613 us/cm
5/1/1993 5 1993 022.0-PSP 34408.97512 us/cm
5/1/1993 5 1993 054.0-MRZ N/A us/cm
5/1/1993 5 1993 064.0-PCT 3268.306452 us/cm
6/1/1993 6 1993 100.4-TSL 162.09 us/cm
6/1/1993 6 1993 109.2-SAL 137.2333333 us/cm
6/1/1993 6 1993 095.8-JER 180.9333333 us/cm
6/1/1993 6 1993 092.8-BLP 154.74 us/cm
6/1/1993 6 1993 085.8-ANH 151.34 us/cm
6/1/1993 6 1993 077.0-PTS 284.7 us/cm
6/1/1993 6 1993 092.0-EMM 139.7333333 us/cm
6/1/1993 6 1993 101.0-RVB 154.6233333 us/cm
6/1/1993 6 1993 081.0-CLL 171.0666667 us/cm
6/1/1993 6 1993 075.0-MAL 392.81 us/cm
6/1/1993 6 1993 022.0-PSP 32948.88173 us/cm
6/1/1993 6 1993 054.0-MRZ N/A us/cm
6/1/1993 6 1993 064.0-PCT 2936.762132 us/cm
7/1/1993 7 1993 100.4-TSL 176.2483871 us/cm
7/1/1993 7 1993 109.2-SAL 127.5483871 us/cm
7/1/1993 7 1993 095.8-JER 226.6129032 us/cm
7/1/1993 7 1993 092.8-BLP 242.0516129 us/cm
7/1/1993 7 1993 085.8-ANH 401.7225897 us/cm
7/1/1993 7 1993 077.0-PTS 2275.612903 us/cm
7/1/1993 7 1993 092.0-EMM 207.0967742 us/cm
7/1/1993 7 1993 101.0-RVB 145.3870968 us/cm
7/1/1993 7 1993 081.0-CLL 657.6451613 us/cm
7/1/1993 7 1993 075.0-MAL 2477.43871 us/cm
7/1/1993 7 1993 022.0-PSP 40578.07139 us/cm
7/1/1993 7 1993 054.0-MRZ N/A us/cm
7/1/1993 7 1993 064.0-PCT 8438.238036 us/cm
8/1/1993 8 1993 100.4-TSL 214.9548387 us/cm
8/1/1993 8 1993 109.2-SAL 140.516129 us/cm
8/1/1993 8 1993 095.8-JER 292.1290323 us/cm
8/1/1993 8 1993 092.8-BLP 309.6064516 us/cm
8/1/1993 8 1993 085.8-ANH 512.1295802 us/cm
8/1/1993 8 1993 077.0-PTS 1997.354839 us/cm
8/1/1993 8 1993 092.0-EMM 226.5 us/cm
8/1/1993 8 1993 101.0-RVB 153.3225806 us/cm
8/1/1993 8 1993 081.0-CLL 793.3611653 us/cm
8/1/1993 8 1993 075.0-MAL 2758.848387 us/cm
8/1/1993 8 1993 022.0-PSP 40721.53751 us/cm
8/1/1993 8 1993 054.0-MRZ N/A us/cm
8/1/1993 8 1993 064.0-PCT 8874.087621 us/cm
9/1/1993 9 1993 100.4-TSL 305.99 us/cm
9/1/1993 9 1993 109.2-SAL 191.5833333 us/cm
9/1/1993 9 1993 095.8-JER 450.9 us/cm
9/1/1993 9 1993 092.8-BLP 580.3 us/cm
9/1/1993 9 1993 085.8-ANH 1241.250099 us/cm
9/1/1993 9 1993 077.0-PTS 4788.766667 us/cm
9/1/1993 9 1993 092.0-EMM 410.7833333 us/cm
9/1/1993 9 1993 101.0-RVB 194.1333333 us/cm
9/1/1993 9 1993 081.0-CLL 2101.333333 us/cm
9/1/1993 9 1993 075.0-MAL 5142.453333 us/cm
9/1/1993 9 1993 022.0-PSP 40909.16372 us/cm
9/1/1993 9 1993 054.0-MRZ N/A us/cm
9/1/1993 9 1993 064.0-PCT 12122.73619 us/cm
10/1/1993 10 1993 100.4-TSL 564.7193548 us/cm
10/1/1993 10 1993 109.2-SAL 208.3870968 us/cm
10/1/1993 10 1993 095.8-JER 967.7096774 us/cm
10/1/1993 10 1993 092.8-BLP 1354.429032 us/cm
10/1/1993 10 1993 085.8-ANH 3014.531697 us/cm
10/1/1993 10 1993 077.0-PTS 9411.16129 us/cm
10/1/1993 10 1993 092.0-EMM 982.7419355 us/cm
10/1/1993 10 1993 101.0-RVB 178.8387097 us/cm
10/1/1993 10 1993 081.0-CLL 4713.225806 us/cm
10/1/1993 10 1993 075.0-MAL 8945.880645 us/cm
10/1/1993 10 1993 022.0-PSP 40559.09889 us/cm
10/1/1993 10 1993 054.0-MRZ N/A us/cm
10/1/1993 10 1993 064.0-PCT 16489.33596 us/cm
11/1/1993 11 1993 100.4-TSL 794.57 us/cm
11/1/1993 11 1993 109.2-SAL 253.9833333 us/cm
11/1/1993 11 1993 095.8-JER 1310.633333 us/cm
11/1/1993 11 1993 092.8-BLP 1810.596667 us/cm
11/1/1993 11 1993 085.8-ANH 4122.44 us/cm
11/1/1993 11 1993 077.0-PTS 9395.312 us/cm
11/1/1993 11 1993 092.0-EMM 1527.583333 us/cm
11/1/1993 11 1993 101.0-RVB 206.8666667 us/cm
11/1/1993 11 1993 081.0-CLL 6029.933333 us/cm
11/1/1993 11 1993 075.0-MAL 10437.76 us/cm
11/1/1993 11 1993 022.0-PSP 41556.20672 us/cm
11/1/1993 11 1993 054.0-MRZ N/A us/cm
11/1/1993 11 1993 064.0-PCT 16537 us/cm
12/1/1993 12 1993 100.4-TSL 622.4080645 us/cm
12/1/1993 12 1993 109.2-SAL 210.6935484 us/cm
12/1/1993 12 1993 095.8-JER 1039.241935 us/cm
12/1/1993 12 1993 092.8-BLP 1480.98871 us/cm
12/1/1993 12 1993 085.8-ANH 3193.525806 us/cm
12/1/1993 12 1993 077.0-PTS 8118.551959 us/cm
12/1/1993 12 1993 092.0-EMM 840.5483871 us/cm
12/1/1993 12 1993 101.0-RVB 192.1387097 us/cm
12/1/1993 12 1993 081.0-CLL 4176 us/cm
12/1/1993 12 1993 075.0-MAL 8082.583871 us/cm
12/1/1993 12 1993 022.0-PSP 39561.13878 us/cm
12/1/1993 12 1993 054.0-MRZ N/A us/cm
12/1/1993 12 1993 064.0-PCT 14453.54839 us/cm
1/1/1994 1 1994 100.4-TSL 402.3354839 us/cm
1/1/1994 1 1994 109.2-SAL 202.516129 us/cm
1/1/1994 1 1994 095.8-JER 513.0967742 us/cm
1/1/1994 1 1994 092.8-BLP 741.2096774 us/cm
1/1/1994 1 1994 085.8-ANH 2023.487097 us/cm
1/1/1994 1 1994 077.0-PTS 5647.398066 us/cm
1/1/1994 1 1994 092.0-EMM 522.9354839 us/cm
1/1/1994 1 1994 101.0-RVB 205.8064516 us/cm
1/1/1994 1 1994 081.0-CLL 3014.709677 us/cm
1/1/1994 1 1994 075.0-MAL 6561.309677 us/cm
1/1/1994 1 1994 022.0-PSP 39812.55779 us/cm
1/1/1994 1 1994 054.0-MRZ N/A us/cm
1/1/1994 1 1994 064.0-PCT 13640.48387 us/cm
2/1/1994 2 1994 100.4-TSL 371.7964286 us/cm
2/1/1994 2 1994 109.2-SAL 217.4642857 us/cm
2/1/1994 2 1994 095.8-JER 409.4642857 us/cm
2/1/1994 2 1994 092.8-BLP 480.8928571 us/cm
2/1/1994 2 1994 085.8-ANH 926.8188302 us/cm
2/1/1994 2 1994 077.0-PTS 2252.227739 us/cm
2/1/1994 2 1994 092.0-EMM 298.25 us/cm
2/1/1994 2 1994 101.0-RVB 222.9642857 us/cm
2/1/1994 2 1994 081.0-CLL 788 us/cm
2/1/1994 2 1994 075.0-MAL 3048.298214 us/cm
2/1/1994 2 1994 022.0-PSP 36216.67179 us/cm
2/1/1994 2 1994 054.0-MRZ N/A us/cm
2/1/1994 2 1994 064.0-PCT 8972.857143 us/cm
3/1/1994 3 1994 100.4-TSL 323.9129032 us/cm
3/1/1994 3 1994 109.2-SAL 227.6451613 us/cm
3/1/1994 3 1994 095.8-JER 309.2903226 us/cm
3/1/1994 3 1994 092.8-BLP 283.3725806 us/cm
3/1/1994 3 1994 085.8-ANH 518.8606067 us/cm
3/1/1994 3 1994 077.0-PTS 1524.211081 us/cm
3/1/1994 3 1994 092.0-EMM 274.6451613 us/cm
3/1/1994 3 1994 101.0-RVB 225.0548387 us/cm
3/1/1994 3 1994 081.0-CLL 428.8548387 us/cm
3/1/1994 3 1994 075.0-MAL 1748.886853 us/cm
3/1/1994 3 1994 022.0-PSP 36387.51635 us/cm
3/1/1994 3 1994 054.0-MRZ N/A us/cm
3/1/1994 3 1994 064.0-PCT 6937.346189 us/cm
4/1/1994 4 1994 100.4-TSL 373.7766667 us/cm
4/1/1994 4 1994 109.2-SAL 255.1333333 us/cm
4/1/1994 4 1994 095.8-JER 384.8666667 us/cm
4/1/1994 4 1994 092.8-BLP 462.2616667 us/cm
4/1/1994 4 1994 085.8-ANH 1074.051974 us/cm
4/1/1994 4 1994 077.0-PTS 5385.93588 us/cm
4/1/1994 4 1994 092.0-EMM 486 us/cm
4/1/1994 4 1994 101.0-RVB 219.9666667 us/cm
4/1/1994 4 1994 081.0-CLL 2592.266667 us/cm
4/1/1994 4 1994 075.0-MAL 5042.960607 us/cm
4/1/1994 4 1994 022.0-PSP 40086.16917 us/cm
4/1/1994 4 1994 054.0-MRZ N/A us/cm
4/1/1994 4 1994 064.0-PCT 11264.83333 us/cm
5/1/1994 5 1994 100.4-TSL 384.1935484 us/cm
5/1/1994 5 1994 109.2-SAL 284.5483871 us/cm
5/1/1994 5 1994 095.8-JER 400.3225806 us/cm
5/1/1994 5 1994 092.8-BLP 465.0129032 us/cm
5/1/1994 5 1994 085.8-ANH 1143.117742 us/cm
5/1/1994 5 1994 077.0-PTS 4839.375484 us/cm
5/1/1994 5 1994 092.0-EMM 481.7419355 us/cm
5/1/1994 5 1994 101.0-RVB 200.4903226 us/cm
5/1/1994 5 1994 081.0-CLL 1724.274194 us/cm
5/1/1994 5 1994 075.0-MAL 5152.674194 us/cm
5/1/1994 5 1994 022.0-PSP 40305.20837 us/cm
5/1/1994 5 1994 054.0-MRZ N/A us/cm
5/1/1994 5 1994 064.0-PCT 11956.12903 us/cm
6/1/1994 6 1994 100.4-TSL 697.5566667 us/cm
6/1/1994 6 1994 109.2-SAL 261.0166667 us/cm
6/1/1994 6 1994 095.8-JER 711.1666667 us/cm
6/1/1994 6 1994 092.8-BLP 1112.846667 us/cm
6/1/1994 6 1994 085.8-ANH 2798.433333 us/cm
6/1/1994 6 1994 077.0-PTS 9202.35 us/cm
6/1/1994 6 1994 092.0-EMM 1741.476667 us/cm
6/1/1994 6 1994 101.0-RVB 267.5666667 us/cm
6/1/1994 6 1994 081.0-CLL 4399.381667 us/cm
6/1/1994 6 1994 075.0-MAL 9054.209098 us/cm
6/1/1994 6 1994 022.0-PSP 44119.45338 us/cm
6/1/1994 6 1994 054.0-MRZ N/A us/cm
6/1/1994 6 1994 064.0-PCT 15837.66667 us/cm
7/1/1994 7 1994 100.4-TSL 993.0774194 us/cm
7/1/1994 7 1994 109.2-SAL 263.9806452 us/cm
7/1/1994 7 1994 095.8-JER 1281 us/cm
7/1/1994 7 1994 092.8-BLP 1883.845161 us/cm
7/1/1994 7 1994 085.8-ANH 4188.471579 us/cm
7/1/1994 7 1994 077.0-PTS 10911.78781 us/cm
7/1/1994 7 1994 092.0-EMM 2017.787097 us/cm
7/1/1994 7 1994 101.0-RVB 224 us/cm
7/1/1994 7 1994 081.0-CLL 7137.112675 us/cm
7/1/1994 7 1994 075.0-MAL 11488.71665 us/cm
7/1/1994 7 1994 022.0-PSP 45090.22971 us/cm
7/1/1994 7 1994 054.0-MRZ N/A us/cm
7/1/1994 7 1994 064.0-PCT 16771.12903 us/cm
8/1/1994 8 1994 100.4-TSL 1093.4 us/cm
8/1/1994 8 1994 109.2-SAL 296.2258065 us/cm
8/1/1994 8 1994 095.8-JER 1560.677419 us/cm
8/1/1994 8 1994 092.8-BLP 2280.903226 us/cm
8/1/1994 8 1994 085.8-ANH 5002.177419 us/cm
8/1/1994 8 1994 077.0-PTS 12592.27419 us/cm
8/1/1994 8 1994 092.0-EMM 2074.774194 us/cm
8/1/1994 8 1994 101.0-RVB 246.1290323 us/cm
8/1/1994 8 1994 081.0-CLL 7410.86129 us/cm
8/1/1994 8 1994 075.0-MAL 11737.80968 us/cm
8/1/1994 8 1994 022.0-PSP 45009.71177 us/cm
8/1/1994 8 1994 054.0-MRZ N/A us/cm
8/1/1994 8 1994 064.0-PCT 21222.41935 us/cm
9/1/1994 9 1994 100.4-TSL 1069.848333 us/cm
9/1/1994 9 1994 109.2-SAL 360.4833333 us/cm
9/1/1994 9 1994 095.8-JER 1713.116667 us/cm
9/1/1994 9 1994 092.8-BLP 2326.593333 us/cm
9/1/1994 9 1994 085.8-ANH 4574.89 us/cm
9/1/1994 9 1994 077.0-PTS 11134.36667 us/cm
9/1/1994 9 1994 092.0-EMM 1540.226667 us/cm
9/1/1994 9 1994 101.0-RVB 240.9333333 us/cm
9/1/1994 9 1994 081.0-CLL 6261.015 us/cm
9/1/1994 9 1994 075.0-MAL 10823.92833 us/cm
9/1/1994 9 1994 022.0-PSP 45151.71437 us/cm
9/1/1994 9 1994 054.0-MRZ N/A us/cm
9/1/1994 9 1994 064.0-PCT 20036 us/cm
10/1/1994 10 1994 100.4-TSL 1096.512903 us/cm
10/1/1994 10 1994 109.2-SAL 274.5483871 us/cm
10/1/1994 10 1994 095.8-JER 1383.193548 us/cm
10/1/1994 10 1994 092.8-BLP 2046.216129 us/cm
10/1/1994 10 1994 085.8-ANH 4740.537097 us/cm
10/1/1994 10 1994 077.0-PTS 11774.77419 us/cm
10/1/1994 10 1994 092.0-EMM 2518.485484 us/cm
10/1/1994 10 1994 101.0-RVB 281.1935484 us/cm
10/1/1994 10 1994 081.0-CLL 7769.97864 us/cm
10/1/1994 10 1994 075.0-MAL 12060.10968 us/cm
10/1/1994 10 1994 022.0-PSP 44881.29413 us/cm
10/1/1994 10 1994 054.0-MRZ N/A us/cm
10/1/1994 10 1994 064.0-PCT 20786.29032 us/cm
11/1/1994 11 1994 100.4-TSL 1239.928333 us/cm
11/1/1994 11 1994 109.2-SAL 314.2933333 us/cm
11/1/1994 11 1994 095.8-JER 1689.416667 us/cm
11/1/1994 11 1994 092.8-BLP 2460.543333 us/cm
11/1/1994 11 1994 085.8-ANH 5194.6 us/cm
11/1/1994 11 1994 077.0-PTS 12743.9 us/cm
11/1/1994 11 1994 092.0-EMM 2644.993333 us/cm
11/1/1994 11 1994 101.0-RVB 325.7 us/cm
11/1/1994 11 1994 081.0-CLL 8024.338333 us/cm
11/1/1994 11 1994 075.0-MAL 12161.06667 us/cm
11/1/1994 11 1994 022.0-PSP 41425.57861 us/cm
11/1/1994 11 1994 054.0-MRZ N/A us/cm
11/1/1994 11 1994 064.0-PCT 21834.23333 us/cm
12/1/1994 12 1994 100.4-TSL 888.7193548 us/cm
12/1/1994 12 1994 109.2-SAL 317.5903226 us/cm
12/1/1994 12 1994 095.8-JER 1186.225806 us/cm
12/1/1994 12 1994 092.8-BLP 1750.270968 us/cm
12/1/1994 12 1994 085.8-ANH 3424.145161 us/cm
12/1/1994 12 1994 077.0-PTS 9085.612903 us/cm
12/1/1994 12 1994 092.0-EMM 1281.782258 us/cm
12/1/1994 12 1994 101.0-RVB 288.2580645 us/cm
12/1/1994 12 1994 081.0-CLL 4941.341935 us/cm
12/1/1994 12 1994 075.0-MAL 8660.822581 us/cm
12/1/1994 12 1994 022.0-PSP 40886.47865 us/cm
12/1/1994 12 1994 054.0-MRZ N/A us/cm
12/1/1994 12 1994 064.0-PCT 18058.91935 us/cm
1/1/1995 1 1995 100.4-TSL 456.6952084 us/cm
1/1/1995 1 1995 109.2-SAL 172.9322581 us/cm
1/1/1995 1 1995 095.8-JER 639.3870968 us/cm
1/1/1995 1 1995 092.8-BLP 950.7903226 us/cm
1/1/1995 1 1995 085.8-ANH 1770.63871 us/cm
1/1/1995 1 1995 077.0-PTS 3471.446129 us/cm
1/1/1995 1 1995 092.0-EMM 542.5919355 us/cm
1/1/1995 1 1995 101.0-RVB 215.0967742 us/cm
1/1/1995 1 1995 081.0-CLL 1902.848387 us/cm
1/1/1995 1 1995 075.0-MAL 3289.816129 us/cm
1/1/1995 1 1995 022.0-PSP 25087.87647 us/cm
1/1/1995 1 1995 054.0-MRZ N/A us/cm
1/1/1995 1 1995 064.0-PCT 6988.322581 us/cm
2/1/1995 2 1995 100.4-TSL 179.5535714 us/cm
2/1/1995 2 1995 109.2-SAL 165.1964286 us/cm
2/1/1995 2 1995 095.8-JER 198.0714286 us/cm
2/1/1995 2 1995 092.8-BLP 225.2785714 us/cm
2/1/1995 2 1995 085.8-ANH 216.7678571 us/cm
2/1/1995 2 1995 077.0-PTS 227.3510714 us/cm
2/1/1995 2 1995 092.0-EMM 181.1035714 us/cm
2/1/1995 2 1995 101.0-RVB 229.3928571 us/cm
2/1/1995 2 1995 081.0-CLL 205.2071429 us/cm
2/1/1995 2 1995 075.0-MAL 158.1571429 us/cm
2/1/1995 2 1995 022.0-PSP 21801.73974 us/cm
2/1/1995 2 1995 054.0-MRZ N/A us/cm
2/1/1995 2 1995 064.0-PCT 373.3571429 us/cm
3/1/1995 3 1995 100.4-TSL 160.5354839 us/cm
3/1/1995 3 1995 109.2-SAL 152.8064516 us/cm
3/1/1995 3 1995 095.8-JER 244.516129 us/cm
3/1/1995 3 1995 092.8-BLP 260.2612903 us/cm
3/1/1995 3 1995 085.8-ANH 240.1693548 us/cm
3/1/1995 3 1995 077.0-PTS 305.6754839 us/cm
3/1/1995 3 1995 092.0-EMM 160.5887097 us/cm
3/1/1995 3 1995 101.0-RVB 197.9677419 us/cm
3/1/1995 3 1995 081.0-CLL 223.416129 us/cm
3/1/1995 3 1995 075.0-MAL 187.2854839 us/cm
3/1/1995 3 1995 022.0-PSP 14984.9201 us/cm
3/1/1995 3 1995 054.0-MRZ N/A us/cm
3/1/1995 3 1995 064.0-PCT 385.0967742 us/cm
4/1/1995 4 1995 100.4-TSL 178.4966667 us/cm
4/1/1995 4 1995 109.2-SAL 158.7966667 us/cm
4/1/1995 4 1995 095.8-JER 290.1333333 us/cm
4/1/1995 4 1995 092.8-BLP 250.2266667 us/cm
4/1/1995 4 1995 085.8-ANH 226.11 us/cm
4/1/1995 4 1995 077.0-PTS 289.6743333 us/cm
4/1/1995 4 1995 092.0-EMM 182.9 us/cm
4/1/1995 4 1995 101.0-RVB 209.3133333 us/cm
4/1/1995 4 1995 081.0-CLL 177.7316667 us/cm
4/1/1995 4 1995 075.0-MAL 179.8983333 us/cm
4/1/1995 4 1995 022.0-PSP 20579.02806 us/cm
4/1/1995 4 1995 054.0-MRZ N/A us/cm
4/1/1995 4 1995 064.0-PCT 213.6333333 us/cm
5/1/1995 5 1995 100.4-TSL 130.5709677 us/cm
5/1/1995 5 1995 109.2-SAL 126.3532258 us/cm
5/1/1995 5 1995 095.8-JER 238.0322581 us/cm
5/1/1995 5 1995 092.8-BLP 176.7193548 us/cm
5/1/1995 5 1995 085.8-ANH 150.9387097 us/cm
5/1/1995 5 1995 077.0-PTS 231.0712903 us/cm
5/1/1995 5 1995 092.0-EMM 130.5951613 us/cm
5/1/1995 5 1995 101.0-RVB 164.3870968 us/cm
5/1/1995 5 1995 081.0-CLL 123.6258065 us/cm
5/1/1995 5 1995 075.0-MAL 208.9507078 us/cm
5/1/1995 5 1995 022.0-PSP 19925.79866 us/cm
5/1/1995 5 1995 054.0-MRZ N/A us/cm
5/1/1995 5 1995 064.0-PCT 126.6935484 us/cm
6/1/1995 6 1995 100.4-TSL 124 us/cm
6/1/1995 6 1995 109.2-SAL 119.01 us/cm
6/1/1995 6 1995 095.8-JER 232.8333333 us/cm
6/1/1995 6 1995 092.8-BLP 136.41 us/cm
6/1/1995 6 1995 085.8-ANH 128.2233333 us/cm
6/1/1995 6 1995 077.0-PTS 237.44 us/cm
6/1/1995 6 1995 092.0-EMM 130.55 us/cm
6/1/1995 6 1995 101.0-RVB 157.5 us/cm
6/1/1995 6 1995 081.0-CLL 125.5382398 us/cm
6/1/1995 6 1995 075.0-MAL 124.019975 us/cm
6/1/1995 6 1995 022.0-PSP 27771.90184 us/cm
6/1/1995 6 1995 054.0-MRZ N/A us/cm
6/1/1995 6 1995 064.0-PCT 769.2333333 us/cm
7/1/1995 7 1995 100.4-TSL 124.1548387 us/cm
7/1/1995 7 1995 109.2-SAL 120.2064516 us/cm
7/1/1995 7 1995 095.8-JER 231.1290323 us/cm
7/1/1995 7 1995 092.8-BLP 142.5096774 us/cm
7/1/1995 7 1995 085.8-ANH 212.6790323 us/cm
7/1/1995 7 1995 077.0-PTS 244.8109677 us/cm
7/1/1995 7 1995 092.0-EMM 124.4354839 us/cm
7/1/1995 7 1995 101.0-RVB 143.5806452 us/cm
7/1/1995 7 1995 081.0-CLL 154.8608945 us/cm
7/1/1995 7 1995 075.0-MAL 170.9306452 us/cm
7/1/1995 7 1995 022.0-PSP 31651.49899 us/cm
7/1/1995 7 1995 054.0-MRZ N/A us/cm
7/1/1995 7 1995 064.0-PCT 1836.806452 us/cm
8/1/1995 8 1995 100.4-TSL 143.2516129 us/cm
8/1/1995 8 1995 109.2-SAL 129.066129 us/cm
8/1/1995 8 1995 095.8-JER 189.5677419 us/cm
8/1/1995 8 1995 092.8-BLP 171.8419355 us/cm
8/1/1995 8 1995 085.8-ANH 260.1387097 us/cm
8/1/1995 8 1995 077.0-PTS 1354.065161 us/cm
8/1/1995 8 1995 092.0-EMM 165.4048387 us/cm
8/1/1995 8 1995 101.0-RVB 159.0483871 us/cm
8/1/1995 8 1995 081.0-CLL 283.0790323 us/cm
8/1/1995 8 1995 075.0-MAL 1583.670968 us/cm
8/1/1995 8 1995 022.0-PSP 37890.16912 us/cm
8/1/1995 8 1995 054.0-MRZ N/A us/cm
8/1/1995 8 1995 064.0-PCT 8200.096774 us/cm
9/1/1995 9 1995 100.4-TSL 154.17 us/cm
9/1/1995 9 1995 109.2-SAL 148.7966667 us/cm
9/1/1995 9 1995 095.8-JER 175.4333333 us/cm
9/1/1995 9 1995 092.8-BLP 178.5966667 us/cm
9/1/1995 9 1995 085.8-ANH 181.6766667 us/cm
9/1/1995 9 1995 077.0-PTS 687.584 us/cm
9/1/1995 9 1995 092.0-EMM 166.7566667 us/cm
9/1/1995 9 1995 101.0-RVB 169.2 us/cm
9/1/1995 9 1995 081.0-CLL 282.8583333 us/cm
9/1/1995 9 1995 075.0-MAL 892.2503493 us/cm
9/1/1995 9 1995 022.0-PSP 36406.74715 us/cm
9/1/1995 9 1995 054.0-MRZ 13816.92143 us/cm
9/1/1995 9 1995 064.0-PCT 5084.933333 us/cm
10/1/1995 10 1995 100.4-TSL 153.5387097 us/cm
10/1/1995 10 1995 109.2-SAL 147.4379032 us/cm
10/1/1995 10 1995 095.8-JER 170.4096774 us/cm
10/1/1995 10 1995 092.8-BLP 197.8645161 us/cm
10/1/1995 10 1995 085.8-ANH 192.016129 us/cm
10/1/1995 10 1995 077.0-PTS 1918.005484 us/cm
10/1/1995 10 1995 092.0-EMM 171.5096774 us/cm
10/1/1995 10 1995 101.0-RVB 164.7967742 us/cm
10/1/1995 10 1995 081.0-CLL 665.4 us/cm
10/1/1995 10 1995 075.0-MAL 2436.575108 us/cm
10/1/1995 10 1995 022.0-PSP 36926.97105 us/cm
10/1/1995 10 1995 054.0-MRZ N/A us/cm
10/1/1995 10 1995 064.0-PCT 8644.983871 us/cm
11/1/1995 11 1995 100.4-TSL 205.92 us/cm
11/1/1995 11 1995 109.2-SAL 157.2191667 us/cm
11/1/1995 11 1995 095.8-JER 259.6666667 us/cm
11/1/1995 11 1995 092.8-BLP 375.48 us/cm
11/1/1995 11 1995 085.8-ANH 959.2466667 us/cm
11/1/1995 11 1995 077.0-PTS 5223.918333 us/cm
11/1/1995 11 1995 092.0-EMM 311.2066667 us/cm
11/1/1995 11 1995 101.0-RVB 175.8666667 us/cm
11/1/1995 11 1995 081.0-CLL 2097.116667 us/cm
11/1/1995 11 1995 075.0-MAL 6348.28228 us/cm
11/1/1995 11 1995 022.0-PSP 40051.91414 us/cm
11/1/1995 11 1995 054.0-MRZ N/A us/cm
11/1/1995 11 1995 064.0-PCT 14740.43333 us/cm
12/1/1995 12 1995 100.4-TSL 187.7806452 us/cm
12/1/1995 12 1995 109.2-SAL 166.8709677 us/cm
12/1/1995 12 1995 095.8-JER 228.1290323 us/cm
12/1/1995 12 1995 092.8-BLP 292.6451613 us/cm
12/1/1995 12 1995 085.8-ANH 560.483871 us/cm
12/1/1995 12 1995 077.0-PTS 2254.178871 us/cm
12/1/1995 12 1995 092.0-EMM 330.5193548 us/cm
12/1/1995 12 1995 101.0-RVB 176.1290323 us/cm
12/1/1995 12 1995 081.0-CLL 889.1806452 us/cm
12/1/1995 12 1995 075.0-MAL 2755.785893 us/cm
12/1/1995 12 1995 022.0-PSP 35476.15228 us/cm
12/1/1995 12 1995 054.0-MRZ N/A us/cm
12/1/1995 12 1995 064.0-PCT 8072.693548 us/cm
1/1/1996 1 1996 100.4-TSL 197.4870968 us/cm
1/1/1996 1 1996 109.2-SAL 180.7290323 us/cm
1/1/1996 1 1996 095.8-JER 228.9677419 us/cm
1/1/1996 1 1996 092.8-BLP 288.4322581 us/cm
1/1/1996 1 1996 085.8-ANH 374.1935484 us/cm
1/1/1996 1 1996 077.0-PTS 1414.429355 us/cm
1/1/1996 1 1996 092.0-EMM 192.3451613 us/cm
1/1/1996 1 1996 101.0-RVB 204.8387097 us/cm
1/1/1996 1 1996 081.0-CLL 358.5177419 us/cm
1/1/1996 1 1996 075.0-MAL 1421.935484 us/cm
1/1/1996 1 1996 022.0-PSP 33015.2183 us/cm
1/1/1996 1 1996 054.0-MRZ N/A us/cm
1/1/1996 1 1996 064.0-PCT 5959.333333 us/cm
2/1/1996 2 1996 100.4-TSL 179.1551724 us/cm
2/1/1996 2 1996 109.2-SAL 148.4758621 us/cm
